Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY20979472,26-04-2022,312.05,Credit Card,Successful,POL56810401
PAY70615515,22-06-2024,108.61,Credit Card,Successful,POL35189508
PAY50745787,23-12-2021,300.21,Credit Card,Successful,POL61062551
PAY48426896,26-10-2024,790.44,Credit Card,Successful,POL63810929
PAY26156262,03-09-2023,394.52,Credit Card,Successful,POL76387090
PAY19119608,07-08-2024,1343.76,Credit Card,Successful,POL52663647
PAY34354884,03-02-2023,242.98,Credit Card,Successful,POL19188778
PAY64573473,26-08-2024,632.7,Credit Card,Successful,POL64728367
PAY37786496,15-12-2022,308.78,Credit Card,Successful,POL21505451
PAY56040240,30-03-2023,696.63,Credit Card,Successful,POL11682509
PAY25746887,22-04-2022,277.51,Credit Card,Successful,POL50064094
PAY02826524,31-10-2023,1382.05,Credit Card,Successful,POL11532182
PAY45989427,05-03-2022,1114.86,Credit Card,Successful,POL75577474
PAY97995428,02-09-2024,442.36,Credit Card,Successful,POL36885821
PAY83467485,06-09-2024,632.2,Credit Card,Successful,POL54131362
PAY98443192,17-05-2022,430.69,Credit Card,Successful,POL20036492
PAY74038358,16-11-2022,1306.95,Credit Card,Successful,POL60496337
PAY51436893,28-12-2021,558.11,Credit Card,Successful,POL98344452
PAY93877699,26-12-2022,1156.7,Credit Card,Successful,POL89983994
PAY11061046,25-10-2022,328.53,Credit Card,Successful,POL19062916
PAY57149973,24-03-2024,140.59,Credit Card,Successful,POL75133618
PAY51882426,15-02-2024,410.86,Credit Card,Successful,POL28263562
PAY76856941,18-05-2024,544.32,Credit Card,Successful,POL20281612
PAY62887891,29-12-2022,543.76,Credit Card,Successful,POL68888844
PAY72575723,18-09-2024,1109.86,Credit Card,Successful,POL84317936
PAY00076005,16-10-2022,571.55,Credit Card,Successful,POL95029087
PAY21601681,16-10-2024,1479.82,Credit Card,Successful,POL65459247
PAY94356686,23-11-2024,345.46,Credit Card,Successful,POL19532067
PAY04605115,06-02-2022,1246.48,Credit Card,Successful,POL62254331
PAY74297757,22-09-2022,372.22,Credit Card,Successful,POL77295889
PAY33213591,25-12-2021,309.08,Credit Card,Successful,POL56491969
PAY51357382,27-12-2023,1390.6,Credit Card,Successful,POL52319023
PAY06006683,08-11-2023,604.04,Credit Card,Successful,POL29044573
PAY87291086,20-08-2022,794.02,Credit Card,Successful,POL74597020
PAY69908778,18-10-2023,963.18,Credit Card,Successful,POL01681251
PAY94167289,21-11-2024,317.26,Credit Card,Successful,POL92010461
PAY28625619,22-03-2022,980.74,Credit Card,Successful,POL91554199
PAY08659244,17-01-2022,186.63,Credit Card,Successful,POL21013410
PAY31840448,27-05-2023,760.71,Credit Card,Successful,POL45601263
PAY95263144,17-03-2024,70.96,Credit Card,Successful,POL36453165
PAY12868891,06-08-2023,726.72,Credit Card,Successful,POL36583919
PAY95137382,19-07-2022,258.14,Credit Card,Successful,POL14796565
PAY60250909,02-05-2024,751.96,Credit Card,Successful,POL42785158
PAY91618663,07-09-2022,1328.98,Credit Card,Successful,POL68123659
PAY28107163,01-01-2023,350.53,Credit Card,Successful,POL00148188
PAY80407031,02-08-2022,1073.33,Credit Card,Successful,POL99936607
PAY91988048,19-01-2022,634.35,Credit Card,Successful,POL20686006
PAY39505187,28-06-2022,1293.1,Credit Card,Successful,POL90610731
PAY85523324,22-09-2023,990.16,Credit Card,Successful,POL61337531
PAY65955540,03-03-2024,232.96,Credit Card,Successful,POL22162508
PAY67889058,27-09-2022,80.72,Credit Card,Successful,POL47660863
PAY48192849,01-02-2023,720.57,Credit Card,Successful,POL00505335
PAY26429255,05-09-2022,432.48,Credit Card,Successful,POL98604785
PAY42126583,09-08-2022,395.72,Credit Card,Successful,POL62266023
PAY80557300,21-10-2024,309.97,Credit Card,Successful,POL56127428
PAY89547197,10-06-2022,206.29,Credit Card,Successful,POL68111520
PAY55569051,13-02-2022,148.34,Credit Card,Successful,POL46853221
PAY72752020,07-09-2024,618.48,Credit Card,Successful,POL59124038
PAY41537002,23-05-2022,1185.68,Credit Card,Successful,POL02404416
PAY85881119,08-11-2022,1327.84,Credit Card,Successful,POL87577770
PAY06827646,13-04-2023,1205.15,Credit Card,Successful,POL34270146
PAY69378914,09-02-2024,816.52,Credit Card,Successful,POL17800247
PAY69678795,02-03-2024,1385.53,Credit Card,Successful,POL46278459
PAY64630075,21-05-2022,977.24,Credit Card,Successful,POL24708378
PAY31190803,04-11-2023,802.32,Credit Card,Successful,POL30062684
PAY14682443,08-02-2022,701.95,Credit Card,Successful,POL21603808
PAY06811418,22-08-2024,171.1,Credit Card,Successful,POL23689303
PAY64292550,03-05-2024,1247.41,Credit Card,Successful,POL49030532
PAY08203655,26-10-2024,1078.75,Credit Card,Successful,POL85739071
PAY82167334,27-02-2022,499.68,Credit Card,Successful,POL72255591
PAY00399469,08-04-2023,138.73,Credit Card,Successful,POL61600687
PAY69261018,20-08-2024,1080.34,Credit Card,Successful,POL80116968
PAY83557780,06-04-2024,1224.76,Credit Card,Successful,POL85035096
PAY94204051,19-08-2023,926.95,Credit Card,Successful,POL98798352
PAY02868644,17-06-2023,890.22,Credit Card,Successful,POL80906414
PAY30686751,29-06-2023,886.5,Credit Card,Successful,POL92070714
PAY99531322,15-12-2022,1028.45,Credit Card,Successful,POL32252482
PAY67611211,24-11-2022,497.84,Credit Card,Successful,POL13276567
PAY13038082,01-11-2022,807.83,Credit Card,Successful,POL45925285
PAY94363139,24-01-2024,1081.21,Credit Card,Successful,POL14924574
PAY35788103,22-12-2024,373.82,Credit Card,Successful,POL51514265
PAY87437680,14-02-2022,1375.05,Credit Card,Successful,POL02586223
PAY66685961,20-02-2023,471.2,Credit Card,Successful,POL32721241
PAY13516608,12-10-2022,132.54,Credit Card,Successful,POL05606987
PAY52996688,25-12-2021,1002.71,Credit Card,Successful,POL20825981
PAY11168240,12-01-2024,781.71,Credit Card,Successful,POL03258103
PAY22965482,02-06-2024,730.92,Credit Card,Successful,POL61660074
PAY47312972,26-12-2021,700.45,Credit Card,Successful,POL56083774
PAY84444993,23-01-2023,1140.27,Credit Card,Successful,POL85605519
PAY46032786,04-09-2024,659.76,Credit Card,Successful,POL88449964
PAY38890054,01-12-2022,152.97,Credit Card,Successful,POL54437917
PAY77918868,30-05-2023,1184.85,Credit Card,Successful,POL11303623
PAY24170870,11-12-2022,554.42,Credit Card,Successful,POL71218396
PAY32393323,25-09-2022,297.42,Credit Card,Successful,POL91166639
PAY37406230,24-09-2022,898.61,Credit Card,Successful,POL08242305
PAY81160821,24-01-2023,662.62,Credit Card,Successful,POL43343233
PAY86595039,27-03-2023,1343.05,Credit Card,Successful,POL40546562
PAY49522210,30-04-2024,79.31,Credit Card,Successful,POL48239604
PAY19514591,12-01-2024,97.41,Credit Card,Successful,POL03458249
PAY72312364,25-08-2022,810.46,Credit Card,Successful,POL74008524
PAY66340100,14-11-2024,387.58,Credit Card,Successful,POL81185546
PAY99162603,14-04-2023,1178.09,Credit Card,Successful,POL87125515
PAY44162314,09-12-2024,458.97,Credit Card,Successful,POL60212438
PAY73595417,26-04-2022,212.48,Credit Card,Successful,POL27685502
PAY45888305,16-07-2022,824.56,Credit Card,Successful,POL28804957
PAY61703010,07-04-2022,1461.74,Credit Card,Successful,POL64571358
PAY16554121,01-08-2023,1054.92,Credit Card,Successful,POL02082012
PAY79640203,17-10-2023,916.06,Credit Card,Successful,POL00148188
PAY91970963,27-06-2023,729.43,Credit Card,Successful,POL85531608
PAY55110995,18-11-2022,186.83,Credit Card,Successful,POL47741439
PAY95348731,12-03-2024,91.72,Credit Card,Successful,POL70988897
PAY97852117,21-04-2023,1459.91,Credit Card,Successful,POL68879274
PAY40481240,30-03-2023,155.02,Credit Card,Successful,POL27444083
PAY44061023,13-09-2022,1313.08,Credit Card,Successful,POL24546559
PAY57476576,02-02-2023,803.61,Credit Card,Successful,POL27279632
PAY36712914,09-02-2023,90.66,Credit Card,Successful,POL24220210
PAY67641609,10-02-2022,334.36,Credit Card,Successful,POL78863924
PAY79317277,31-01-2023,894.71,Credit Card,Successful,POL00975705
PAY15269040,02-05-2023,1168.77,Credit Card,Successful,POL04929943
PAY16295937,08-01-2024,92.31,Credit Card,Successful,POL32900389
PAY57615758,28-09-2023,1289.07,Credit Card,Successful,POL46108222
PAY22658183,15-10-2022,1330.48,Credit Card,Successful,POL79308293
PAY50320991,10-09-2023,1243.13,Credit Card,Successful,POL17045726
PAY29977850,23-08-2022,676.89,Credit Card,Successful,POL36474565
PAY49357558,06-05-2022,374.43,Credit Card,Successful,POL23926652
PAY40967345,14-02-2022,385.54,Credit Card,Successful,POL60030374
PAY45383491,28-07-2022,553.1,Credit Card,Successful,POL70838123
PAY29583848,07-12-2024,116.28,Credit Card,Successful,POL38773717
PAY66486557,23-03-2022,1395.35,Credit Card,Successful,POL40767941
PAY80915652,22-03-2023,732.95,Credit Card,Successful,POL02913059
PAY34904317,24-12-2022,1244.01,Credit Card,Successful,POL22033410
PAY47611388,27-01-2022,187.82,Credit Card,Successful,POL12707693
PAY19550962,03-12-2023,586.18,Credit Card,Successful,POL81031536
PAY74029332,27-12-2021,303.71,Credit Card,Successful,POL06244566
PAY54810207,25-05-2024,611.31,Credit Card,Successful,POL61950574
PAY86009859,29-06-2022,825.93,Credit Card,Successful,POL90177568
PAY47959013,07-02-2023,107.39,Credit Card,Successful,POL21820155
PAY14804812,23-10-2023,985.58,Credit Card,Successful,POL83559583
PAY87139526,25-03-2023,989.16,Credit Card,Successful,POL43895814
PAY45808812,14-06-2022,903.72,Credit Card,Successful,POL78303630
PAY95642867,31-03-2022,920.75,Credit Card,Successful,POL03026921
PAY77646162,21-10-2024,1223.05,Credit Card,Successful,POL37551406
PAY67946056,09-04-2024,626.96,Credit Card,Successful,POL93648130
PAY94762201,25-11-2022,467.29,Credit Card,Successful,POL85712571
PAY82703026,02-05-2023,1306.17,Credit Card,Successful,POL17484037
PAY06202544,22-09-2024,246.77,Credit Card,Successful,POL25054429
PAY20208791,24-07-2024,438.35,Credit Card,Successful,POL68368522
PAY37080097,29-07-2024,1112.75,Credit Card,Successful,POL51866369
PAY42392809,26-11-2024,425.98,Credit Card,Successful,POL49595777
PAY91817057,04-12-2022,1469.22,Credit Card,Successful,POL90485670
PAY52978704,14-05-2023,827.26,Credit Card,Successful,POL74047876
PAY19122225,05-10-2022,662.76,Credit Card,Successful,POL80050460
PAY07711643,14-02-2023,1210.01,Credit Card,Successful,POL08154404
PAY17578786,15-10-2022,790.36,Credit Card,Successful,POL36885821
PAY47613892,15-03-2023,92.01,Credit Card,Successful,POL05346693
PAY82019666,16-01-2022,331.64,Credit Card,Successful,POL61380833
PAY49371405,17-03-2024,517.64,Credit Card,Successful,POL94998693
PAY81846539,23-08-2022,892.74,Credit Card,Successful,POL15886204
PAY45431957,16-05-2022,1152.6,Credit Card,Successful,POL75237627
PAY01474129,29-01-2024,121.5,Credit Card,Successful,POL47058325
PAY95713462,29-12-2021,474.68,Credit Card,Successful,POL81732788
PAY96090753,28-11-2024,722.73,Credit Card,Successful,POL28656372
PAY87529536,12-02-2023,172.97,Credit Card,Successful,POL65459247
PAY17566720,04-08-2024,743.74,Credit Card,Successful,POL69557850
PAY22765634,21-04-2023,943.26,Credit Card,Successful,POL09030327
PAY53109648,19-08-2024,970.39,Credit Card,Successful,POL61605343
PAY78179793,20-08-2024,1471.75,Credit Card,Successful,POL31589660
PAY38366977,21-07-2024,346.26,Credit Card,Successful,POL85051035
PAY37603924,11-06-2022,354.56,Credit Card,Successful,POL64674789
PAY82130143,18-05-2023,110.62,Credit Card,Successful,POL46853221
PAY39241248,29-12-2022,538.83,Credit Card,Successful,POL12388538
PAY10239352,23-07-2022,1031.47,Credit Card,Successful,POL76903743
PAY80603115,15-12-2023,1308.52,Credit Card,Successful,POL76589663
PAY80300504,15-06-2022,1420.83,Credit Card,Successful,POL95397773
PAY57149465,12-02-2024,51.17,Credit Card,Successful,POL79308293
PAY17107594,12-10-2022,512.45,Credit Card,Successful,POL48638488
PAY48556837,31-07-2022,334.46,Credit Card,Successful,POL18133239
PAY10405326,16-02-2022,1416.95,Credit Card,Successful,POL43365109
PAY32148396,29-12-2023,363.01,Credit Card,Successful,POL47630985
PAY21112266,02-08-2023,128.69,Credit Card,Successful,POL24059480
PAY39021878,18-06-2023,499.14,Credit Card,Successful,POL02979851
PAY21055262,23-10-2022,1186.92,Credit Card,Successful,POL89182008
PAY64247957,15-11-2022,630.45,Credit Card,Successful,POL04530162
PAY84182857,06-10-2022,583.43,Credit Card,Successful,POL78513544
PAY40214516,07-05-2024,192.2,Credit Card,Successful,POL13830672
PAY48415216,30-05-2022,419.59,Credit Card,Successful,POL32168354
PAY60099836,21-12-2023,1463.14,Credit Card,Successful,POL94226268
PAY67249987,28-02-2023,930.38,Credit Card,Successful,POL42878655
PAY20035750,20-10-2024,927.04,Credit Card,Successful,POL65038532
PAY58611271,19-05-2024,700.45,Credit Card,Successful,POL98940145
PAY49159896,21-05-2022,1094.3,Credit Card,Successful,POL75572994
PAY65428253,07-11-2024,787.72,Credit Card,Successful,POL85498031
PAY33163272,02-04-2023,751.57,Credit Card,Successful,POL98940145
PAY16048453,23-12-2023,1388.7,Credit Card,Successful,POL80674848
PAY38146219,01-07-2022,495.39,Credit Card,Successful,POL82524320
PAY71873569,10-04-2022,354.02,Credit Card,Successful,POL20325916
PAY63841606,28-02-2024,420.75,Credit Card,Successful,POL47455160
PAY56438439,19-02-2024,774.25,Credit Card,Successful,POL83165381
PAY82422782,04-07-2022,312.73,Credit Card,Successful,POL19547339
PAY21339817,14-11-2023,1465.16,Credit Card,Successful,POL17393791
PAY43780938,21-11-2022,1431.89,Credit Card,Successful,POL84238087
PAY70833475,24-05-2022,245,Credit Card,Successful,POL64631990
PAY32659869,19-06-2024,1080.34,Credit Card,Successful,POL01887189
PAY67675403,16-12-2022,1471.79,Credit Card,Successful,POL28804957
PAY37649171,07-08-2022,162.1,Credit Card,Successful,POL81184325
PAY42545514,27-05-2022,179.28,Credit Card,Successful,POL48412691
PAY30122999,24-02-2023,1464.56,Credit Card,Successful,POL03461173
PAY82395281,08-03-2023,1248.28,Credit Card,Successful,POL03870309
PAY34131187,28-03-2023,1068.93,Credit Card,Successful,POL68142821
PAY68327252,06-07-2022,1323.09,Credit Card,Successful,POL45315654
PAY55598157,18-04-2024,1419.06,Credit Card,Successful,POL57458461
PAY47212932,23-10-2024,1140.28,Credit Card,Successful,POL36090611
PAY06450584,25-04-2023,1098.67,Credit Card,Successful,POL09725206
PAY99460794,16-12-2023,590.8,Credit Card,Successful,POL56700369
PAY51300726,18-05-2023,751.04,Credit Card,Successful,POL46408344
PAY53415430,05-09-2024,1318.96,Credit Card,Failed,POL98372511
PAY97836039,27-09-2023,994.21,Credit Card,Failed,POL03845436
PAY81033711,10-09-2024,380.15,Credit Card,Failed,POL52256054
PAY23131064,26-08-2024,885.34,Credit Card,Failed,POL10285665
PAY72241449,05-02-2022,102.79,Credit Card,Failed,POL79940322
PAY12613104,05-03-2022,1154.16,Credit Card,Failed,POL93664406
PAY55889575,19-03-2022,1099.68,Credit Card,Failed,POL23778009
PAY21574684,04-10-2022,829.54,Credit Card,Failed,POL78045083
PAY42202633,14-02-2023,716.2,Credit Card,Failed,POL18021070
PAY90324234,01-07-2023,976.14,Credit Card,Failed,POL68917134
PAY59444329,24-02-2024,1300.04,Credit Card,Failed,POL38116452
PAY20946748,04-09-2022,873.25,Credit Card,Failed,POL33853949
PAY98224577,07-06-2024,153.74,Credit Card,Failed,POL98320101
PAY81138084,08-05-2024,655.14,Credit Card,Failed,POL55078458
PAY60794812,21-04-2022,340.29,Credit Card,Failed,POL27444083
PAY09416544,28-09-2024,762.4,Credit Card,Failed,POL11516583
PAY62337683,19-10-2024,992.28,Credit Card,Failed,POL96274415
PAY40050279,10-05-2022,1346.81,Credit Card,Failed,POL36666009
PAY03568278,26-03-2022,152.09,Credit Card,Failed,POL83258516
PAY36577326,12-11-2024,676.78,Credit Card,Failed,POL52938288
PAY03768212,22-01-2024,1217.15,Credit Card,Failed,POL45153648
PAY98406274,16-05-2022,795.63,Credit Card,Failed,POL83116097
PAY54515029,09-04-2022,1391.88,Credit Card,Failed,POL15948540
PAY07229877,21-02-2022,1483.26,Credit Card,Failed,POL08764986
PAY84220599,29-03-2024,798.56,Credit Card,Failed,POL34108237
PAY28080391,04-03-2023,620.51,Credit Card,Failed,POL00874992
PAY72552360,30-09-2024,611.3,Credit Card,Failed,POL82016751
PAY14985955,21-03-2024,1185.95,Credit Card,Failed,POL02004502
PAY96159971,01-03-2023,1308.12,Credit Card,Failed,POL89539607
PAY03214505,15-07-2024,1386.67,Credit Card,Failed,POL21893654
PAY13776972,25-02-2023,1320.08,Credit Card,Failed,POL75806090
PAY09212278,03-03-2022,584.73,Credit Card,Failed,POL68099694
PAY23682900,10-01-2024,1031.25,Credit Card,Failed,POL65284354
PAY61550970,10-12-2023,100.83,Credit Card,Failed,POL11657273
PAY98634188,13-08-2024,919.58,Credit Card,Failed,POL86552601
PAY64662538,14-07-2022,1236.6,Credit Card,Failed,POL93648130
PAY69709669,09-10-2023,337.98,Credit Card,Failed,POL89182008
PAY75020726,17-03-2022,1004.39,Credit Card,Failed,POL04101668
PAY13508448,03-08-2023,1183.36,Credit Card,Failed,POL93447913
PAY47572215,16-01-2024,1463.42,Credit Card,Failed,POL74597020
PAY16159584,08-08-2024,1310.97,Credit Card,Failed,POL88709617
PAY95090459,08-07-2022,1034.15,Credit Card,Failed,POL96832435
PAY15475792,14-03-2022,419.34,Credit Card,Failed,POL35769314
PAY93991175,24-02-2023,771.45,Credit Card,Failed,POL93399992
PAY74335619,30-09-2023,1083.55,Credit Card,Failed,POL21020862
PAY63812408,24-02-2024,1434.02,Credit Card,Failed,POL26293582
PAY59080756,27-07-2023,716.29,Credit Card,Failed,POL40441861
PAY62705828,26-04-2023,643.6,Credit Card,Failed,POL53374047
PAY04351482,12-05-2022,1327.92,Credit Card,Failed,POL46853221
PAY73267695,15-06-2023,213.87,Credit Card,Failed,POL14768104
PAY80675129,01-09-2022,1317.36,Credit Card,Failed,POL59607702
PAY33489157,24-04-2023,1190.71,Credit Card,Failed,POL20597369
PAY02122166,28-10-2022,454.2,Credit Card,Failed,POL69129432
PAY09996932,17-11-2023,1441.47,Credit Card,Failed,POL40860073
PAY45156546,19-04-2022,1041.72,Credit Card,Failed,POL07946398
PAY24520197,21-03-2024,401.8,Credit Card,Failed,POL25392096
PAY65562283,14-04-2023,1011.8,Credit Card,Failed,POL36528332
PAY69943565,25-01-2022,140.71,Credit Card,Failed,POL33832316
PAY97479258,03-04-2022,1172.84,Credit Card,Failed,POL04448150
PAY72648149,01-10-2022,1384.09,Credit Card,Failed,POL93532453
PAY89310578,09-02-2022,951.39,Credit Card,Failed,POL98989117
PAY96630141,12-03-2024,436.07,Credit Card,Failed,POL03499634
PAY38412866,08-06-2024,946.6,Credit Card,Failed,POL66670427
PAY24677204,12-07-2022,470.69,Credit Card,Failed,POL23599244
PAY05468546,29-02-2024,1403.8,Credit Card,Failed,POL47630985
PAY86594261,02-08-2022,1166.96,Credit Card,Failed,POL27482488
PAY28611884,22-04-2022,114.6,Credit Card,Failed,POL19011462
PAY09436829,18-03-2023,1478.94,Credit Card,Failed,POL25823193
PAY94241379,05-07-2023,369.77,Credit Card,Failed,POL12199855
PAY18024500,06-09-2023,98.67,Credit Card,Failed,POL13813789
PAY75872742,09-03-2022,1147.63,Credit Card,Failed,POL58829430
PAY34085482,01-07-2024,850.54,Credit Card,Failed,POL19957770
PAY89387523,04-03-2024,689.37,Credit Card,Failed,POL79722953
PAY36815177,20-05-2022,587.62,Credit Card,Failed,POL94998693
PAY32133839,08-01-2022,978.26,Credit Card,Failed,POL02588835
PAY08302266,02-02-2023,589.77,Credit Card,Failed,POL49819394
PAY77302061,10-04-2023,1058.66,Credit Card,Failed,POL66023892
PAY15107833,09-06-2023,761.38,Credit Card,Failed,POL06318068
PAY87959565,25-05-2023,838.46,Credit Card,Failed,POL89915201
PAY63457650,21-05-2022,440.34,Credit Card,Failed,POL96567148
PAY66169734,14-01-2022,1251.09,Credit Card,Failed,POL17801092
PAY54378073,19-05-2023,1417.23,Credit Card,Failed,POL89451042
PAY54766170,19-08-2024,735.96,Credit Card,Failed,POL93764594
PAY46607532,08-07-2024,1116.22,Credit Card,Failed,POL23499238
PAY30218859,05-07-2023,1201.62,Credit Card,Failed,POL34270146
PAY58372043,05-10-2022,124.42,Credit Card,Failed,POL02913059
PAY28284203,29-07-2024,1420.98,Credit Card,Failed,POL42519290
PAY92561342,17-03-2023,589.22,Credit Card,Failed,POL18917162
PAY50563744,01-05-2022,705.84,Credit Card,Failed,POL82064166
PAY87609437,12-08-2024,969.48,Credit Card,Failed,POL73225608
PAY79629883,22-10-2024,855.7,Credit Card,Failed,POL57397238
PAY45879151,11-01-2023,1462.5,Credit Card,Failed,POL45419104
PAY53649344,25-09-2023,616.25,Credit Card,Failed,POL05711134
PAY99047900,29-04-2024,352.98,Credit Card,Failed,POL39231633
PAY67000864,13-08-2022,659.41,Credit Card,Failed,POL61725675
PAY69247771,18-02-2022,390.73,Credit Card,Failed,POL38386145
PAY42073012,12-04-2023,621.81,Credit Card,Failed,POL55696704
PAY84369568,29-04-2023,1492.89,Credit Card,Failed,POL83494214
PAY46438798,28-05-2022,54.29,Credit Card,Failed,POL07841878
PAY42198349,31-08-2024,615.46,Credit Card,Failed,POL62323938
PAY42512729,24-12-2022,111.26,Credit Card,Failed,POL88399292
PAY37576268,25-01-2024,276.23,Credit Card,Failed,POL02258663
PAY93173386,11-12-2022,334.8,Credit Card,Failed,POL02598961
PAY58183905,02-09-2023,804.07,Credit Card,Failed,POL06079689
PAY09105102,02-06-2023,1431.98,Credit Card,Failed,POL38773717
PAY04451714,25-09-2023,1072.86,Credit Card,Failed,POL27083712
PAY23751174,15-07-2024,739.47,Credit Card,Failed,POL70876228
PAY97095279,10-02-2024,1050.76,Credit Card,Failed,POL22260500
PAY59317229,17-07-2024,695.31,Credit Card,Failed,POL26049302
PAY94265101,12-07-2022,774.98,Credit Card,Failed,POL21669788
PAY98223943,04-05-2023,710.92,Credit Card,Failed,POL87603432
PAY39416161,29-10-2023,595.18,Credit Card,Failed,POL45280706
PAY83039526,05-06-2024,348.13,Credit Card,Failed,POL58468979
PAY79618090,09-12-2022,1408.53,Credit Card,Failed,POL39805762
PAY66485289,27-07-2022,917.01,Credit Card,Failed,POL14316031
PAY40302395,21-07-2022,1478.92,Credit Card,Failed,POL26231753
PAY53390182,23-12-2022,1233.4,Credit Card,Failed,POL15857890
PAY07190807,12-03-2024,787.82,Credit Card,Failed,POL88240464
PAY79649032,14-11-2022,376.58,Credit Card,Failed,POL51728504
PAY68483639,14-06-2022,603.93,Credit Card,Failed,POL39104228
PAY78110840,17-07-2022,641.69,Credit Card,Failed,POL20853634
PAY28634594,27-06-2023,1374.79,Credit Card,Failed,POL85747478
PAY85928663,27-08-2023,310.71,Credit Card,Failed,POL27741875
PAY33324475,30-10-2023,612.95,Credit Card,Failed,POL13721219
PAY63731047,09-02-2023,862.38,Credit Card,Failed,POL09338514
PAY45031993,14-05-2024,1230.93,Credit Card,Failed,POL80491812
PAY59451000,18-12-2022,1106.85,Credit Card,Failed,POL47692099
PAY41145868,26-06-2023,233.09,Credit Card,Failed,POL52520227
PAY42702786,15-11-2024,1181.61,Credit Card,Failed,POL42310944
PAY60194338,29-01-2023,327.55,Credit Card,Failed,POL28255049
PAY40669587,11-03-2022,1116.02,Credit Card,Failed,POL19587292
PAY09480992,18-01-2023,303.73,Credit Card,Failed,POL30499231
PAY72400393,16-06-2023,299.2,Credit Card,Failed,POL73601567
PAY68093029,09-10-2022,87.49,Credit Card,Failed,POL36980547
PAY00937102,03-09-2024,1305.4,Credit Card,Failed,POL49457170
PAY18322670,16-12-2022,120.29,Credit Card,Failed,POL69437529
PAY56303249,01-11-2024,1212.33,Credit Card,Failed,POL72579941
PAY41675384,21-06-2024,957.6,Credit Card,Failed,POL01422170
PAY50773323,02-08-2023,854.87,Credit Card,Failed,POL72738203
PAY41773447,01-08-2023,594.48,Credit Card,Failed,POL44772123
PAY65198921,25-11-2024,762.71,Credit Card,Failed,POL63778192
PAY07413373,22-12-2022,505.27,Credit Card,Failed,POL19159127
PAY79324883,12-04-2024,1256.32,Credit Card,Failed,POL80491812
PAY58163680,15-10-2022,616.09,Credit Card,Failed,POL33988478
PAY06698971,23-01-2023,812.52,Credit Card,Failed,POL12305734
PAY38377737,09-05-2024,1155.96,Credit Card,Failed,POL11682509
PAY54059611,04-07-2023,1116.61,Credit Card,Failed,POL12475138
PAY56194593,22-10-2024,1485.58,Credit Card,Failed,POL33832316
PAY89974050,29-12-2023,367.54,Credit Card,Failed,POL17347712
PAY59641685,15-03-2023,625.88,Credit Card,Failed,POL01090154
PAY63084507,19-04-2023,644.14,Credit Card,Failed,POL71729242
PAY87729165,24-10-2022,1387.44,Credit Card,Failed,POL00167399
PAY97281149,27-06-2024,756.55,Credit Card,Failed,POL10829873
PAY83391576,25-04-2022,1314.05,Credit Card,Failed,POL16238853
PAY33741936,04-03-2024,1239.34,Credit Card,Failed,POL07522607
PAY46729644,29-10-2024,157.13,Credit Card,Failed,POL16364468
PAY00610476,31-08-2024,133.29,Credit Card,Failed,POL16850731
PAY39173806,08-03-2022,1002.71,Credit Card,Failed,POL87981316
PAY92055907,13-03-2023,823.17,Credit Card,Failed,POL55253594
PAY67856175,30-04-2023,808.02,Credit Card,Failed,POL26361547
PAY74794348,25-08-2023,861.88,Credit Card,Failed,POL64767382
PAY34712521,27-02-2024,1377.95,Credit Card,Failed,POL02303520
PAY68688989,30-11-2022,835.74,Credit Card,Failed,POL06244566
PAY03642528,19-10-2024,399.14,Credit Card,Failed,POL49796640
PAY20856816,12-10-2022,1376.95,Credit Card,Failed,POL03121184
PAY26632670,01-10-2023,1043.26,Credit Card,Failed,POL99187964
PAY88935332,22-08-2023,426.21,Credit Card,Failed,POL73942123
PAY64066087,22-12-2022,735.11,Credit Card,Failed,POL40752676
PAY93449946,19-10-2024,1135.48,Credit Card,Failed,POL75121871
PAY34219720,19-11-2023,667.09,Credit Card,Failed,POL22934928
PAY86632517,22-02-2024,965.11,Credit Card,Failed,POL38348666
PAY52936996,16-11-2023,222.06,Credit Card,Failed,POL13181377
PAY80101718,14-02-2022,1079.11,Credit Card,Failed,POL34073978
PAY47410389,01-08-2023,110.36,Credit Card,Failed,POL22426524
PAY60263946,03-09-2024,524.09,Credit Card,Failed,POL51084784
PAY58835116,12-05-2022,1188.97,Credit Card,Failed,POL72255591
PAY10592843,19-07-2022,1153.83,Credit Card,Failed,POL65310322
PAY87826516,08-12-2024,1122.11,Credit Card,Failed,POL40759511
PAY12515538,13-01-2024,1149.84,Credit Card,Failed,POL01897492
PAY76572765,27-12-2021,1484.18,Credit Card,Failed,POL90757042
PAY73826967,01-02-2024,1072.47,Credit Card,Failed,POL88518206
PAY58545345,17-04-2023,136.12,Credit Card,Failed,POL90263618
PAY90875283,14-10-2023,1002.72,Credit Card,Failed,POL92392809
PAY58062723,19-12-2024,1197.39,Credit Card,Failed,POL79429202
PAY83075069,26-10-2023,1012.77,Credit Card,Failed,POL56626279
PAY42947962,14-07-2022,120.44,Credit Card,Failed,POL66022914
PAY77919913,08-02-2023,1233.6,Credit Card,Failed,POL96221318
PAY42058797,26-03-2022,405.7,Credit Card,Failed,POL30677627
PAY96110859,31-12-2023,272.28,Credit Card,Failed,POL94737563
PAY55750649,18-07-2022,452.31,Credit Card,Failed,POL06694262
PAY73763555,07-03-2022,1374.34,Credit Card,Failed,POL12471063
